		V;NFIN
viseschan	desdir	V;IND;PRS;3;PL
viseschas	desdir	V;IND;PRS;2;SG
viseschia	desdir	V;SBJV;PRS;1;SG
viseschian	desdir	V;SBJV;PRS;3;PL
viseschias	desdir	V;SBJV;PRS;2;PL
visond	desdir	V.PTCP;PRS
visà	desdir	V.PTCP;PST;MASC;SG
vom	ir	V;IND;PRS;1;SG
vì	iver	V.PTCP;PST;MASC;SG
xx	avair	V.PTCP;PST;FEM;SG
à	air	V.PTCP;PST;MASC;SG
à	ar	V.PTCP;PST;MASC;SG
à	ir	V.PTCP;PST;MASC;SG
à	isar	V.PTCP;PST;MASC;SG
à	mar	V.PTCP;PST;MASC;SG
è	esser	V;IND;PRS;3;SG
èn	esser	V;IND;PRS;3;PL
ì	air	V.PTCP;PST;MASC;SG
ì	ar	V.PTCP;PST;MASC;SG
ì	er	V.PTCP;PST;MASC;SG
ì	ir	V.PTCP;PST;MASC;SG
í	ir	V;IMP;2;PL
úi	uir	V;IMP;2;SG
