		V;NFIN
reinien	ernar	V;SBJV;PRS;3;PL
reinies	ernar	V;SBJV;PRS;2;PL
reis	nar	V;IND;PRS;2;PL
rel	arar	V;IND;PRS;1;SG
rel	erar	V;IND;PRS;1;SG
rel	sser	V;IND;PST;1;SG;IPFV
rer	trer	V;IND;FUT;2;PL
rescha	nar	V;IMP;2;SG
reschan	nar	V;IND;PRS;3;PL
reschas	nar	V;IND;PRS;2;SG
reschel	nar	V;IND;PRS;1;SG
reschi	nar	V;SBJV;PRS;3;SG
reschien	nar	V;SBJV;PRS;1;PL
reschies	nar	V;SBJV;PRS;2;PL
reservescha	sereservar	V;IMP;2;SG
reserveschan	sereservar	V;IND;PRS;3;PL
reserveschas	sereservar	V;IND;PRS;2;SG
reserveschel	sereservar	V;IND;PRS;1;SG
reserveschi	sereservar	V;SBJV;PRS;1;SG
reserveschien	sereservar	V;SBJV;PRS;1;PL
reserveschies	sereservar	V;SBJV;PRS;2;PL
ress	ierer	V;COND;1;SG
ressen	ierer	V;COND;1;PL
resses	ierer	V;COND;2;PL
ressi	ierer	V;COND;1;SG
ressien	ierer	V;COND;1;PL
ressies	ierer	V;COND;2;PL
retg	ierer	V.PTCP;PST;MASC;SG
retga	erdegar	V;IMP;2;SG
retga	ertgar	V;IND;PRS;3;SG
retga	ierer	V.PTCP;PST;FEM;SG
retgan	erdegar	V;IND;PRS;3;PL
retgan	ertgar	V;IND;PRS;3;PL
retgas	erdegar	V;IND;PRS;2;SG
retgas	ertgar	V;IND;PRS;2;SG
retgas	ierer	V.PTCP;PST;FEM;PL
retgel	erdegar	V;IND;PRS;1;SG
retgel	ertgar	V;IND;PRS;1;SG
retgi	erdegar	V;SBJV;PRS;1;SG
retgi	ertgar	V;SBJV;PRS;1;SG
retgien	erdegar	V;SBJV;PRS;3;PL
retgien	ertgar	V;SBJV;PRS;3;PL
retgies	erdegar	V;SBJV;PRS;2;PL
retgies	ertgar	V;SBJV;PRS;2;PL
retgs	ierer	V.PTCP;PST;MASC;PL
reva	ierer	V;IND;PST;3;SG;IPFV
revan	ierer	V;IND;PST;1;PL;IPFV
revas	ierer	V;IND;PST;2;SG;IPFV
revel	ierer	V;IND;PST;1;SG;IPFV
revi	ierer	V;SBJV;PST;1;SG;IPFV
revien	ierer	V;SBJV;PST;3;PL;IPFV
revies	ierer	V;SBJV;PST;2;SG;IPFV
rezza	izzar	V;IND;PRS;3;SG
rezzan	izzar	V;IND;PRS;3;PL
rezzas	izzar	V;IND;PRS;2;SG
rezzel	izzar	V;IND;PRS;1;SG
rezzi	izzar	V;SBJV;PRS;3;SG
rezzien	izzar	V;SBJV;PRS;3;PL
rezzies	izzar	V;SBJV;PRS;2;SG
rgei	giar	V;IMP;2;PL
rgein	giar	V;IND;PRS;1;PL
rgeis	giar	V;IND;PRS;2;PL
rgiada	giar	V.PTCP;PST;FEM;SG
rgiadas	giar	V.PTCP;PST;FEM;PL
rgiai	giar	V.PTCP;PST;MASC;PL
rgiar	giar	V;IND;FUT;1;PL
rgiass	giar	V;COND;1;SG
rgiassen	giar	V;COND;1;PL
rgiasses	giar	V;COND;2;PL
rgiassi	giar	V;COND;1;SG
rgiassien	giar	V;COND;1;PL
rgiassies	giar	V;COND;2;PL
rgiau	giar	V.PTCP;PST;MASC;SG
rgiaus	giar	V.PTCP;PST;NEUT
rgiava	giar	V;IND;PST;3;SG;IPFV
rgiavan	giar	V;IND;PST;3;PL;IPFV
rgiavas	giar	V;IND;PST;2;SG;IPFV
rgiavel	giar	V;IND;PST;1;SG;IPFV
rgiavi	giar	V;SBJV;PST;1;SG;IPFV
rgiavien	giar	V;SBJV;PST;3;PL;IPFV
rgiavies	giar	V;SBJV;PST;2;SG;IPFV
ri	arar	V;SBJV;PRS;1;SG
ri	erar	V;SBJV;PRS;3;SG
ri	ierer	V;IMP;2;PL
ri	sser	V;SBJV;PST;3;SG;IPFV
rida	ierer	V.PTCP;PST;FEM;SG
ridas	ierer	V.PTCP;PST;FEM;PL
rien	arar	V;SBJV;PRS;3;PL
rien	erar	V;SBJV;PRS;3;PL
rien	sser	V;SBJV;PST;3;PL;IPFV
ries	arar	V;SBJV;PRS;2;PL
ries	erar	V;SBJV;PRS;2;SG
ries	sser	V;SBJV;PST;2;SG;IPFV
rin	ierer	V;IND;PRS;1;PL
ris	ierer	V;IND;PRS;2;PL
risada	lisar	V.PTCP;PST;FEM;SG
risada	nisar	V.PTCP;PST;FEM;SG
risadas	lisar	V.PTCP;PST;FEM;PL
risadas	nisar	V.PTCP;PST;FEM;PL
risai	lisar	V.PTCP;PST;MASC;PL
risai	nisar	V.PTCP;PST;MASC;PL
risar	lisar	V;IND;FUT;3;SG
risar	nisar	V;IND;FUT;1;SG
risass	lisar	V;COND;1;SG
risass	nisar	V;COND;1;SG
risassen	lisar	V;COND;3;PL
risassen	nisar	V;COND;3;PL
risasses	lisar	V;COND;2;PL
risasses	nisar	V;COND;2;PL
risassi	lisar	V;COND;1;SG
risassi	nisar	V;COND;1;SG
risassien	lisar	V;COND;1;PL
risassien	nisar	V;COND;3;PL
risassies	lisar	V;COND;2;PL
risassies	nisar	V;COND;2;PL
risau	lisar	V.PTCP;PST;MASC;SG
risau	nisar	V.PTCP;PST;MASC;SG
risaus	lisar	V.PTCP;PST;NEUT
risaus	nisar	V.PTCP;PST;NEUT
risava	lisar	V;IND;PST;3;SG;IPFV
risava	nisar	V;IND;PST;3;SG;IPFV
risavan	lisar	V;IND;PST;3;PL;IPFV
risavan	nisar	V;IND;PST;3;PL;IPFV
risavas	lisar	V;IND;PST;2;SG;IPFV
risavas	nisar	V;IND;PST;2;SG;IPFV
risavel	lisar	V;IND;PST;1;SG;IPFV
risavel	nisar	V;IND;PST;1;SG;IPFV
risavi	lisar	V;SBJV;PST;3;SG;IPFV
risavi	nisar	V;SBJV;PST;1;SG;IPFV
risavien	lisar	V;SBJV;PST;3;PL;IPFV
risavien	nisar	V;SBJV;PST;3;PL;IPFV
risavies	lisar	V;SBJV;PST;2;SG;IPFV
risavies	nisar	V;SBJV;PST;2;PL;IPFV
rischa	arschar	V;IND;PRS;3;SG
rischan	arschar	V;IND;PRS;3;PL
rischas	arschar	V;IND;PRS;2;SG
rischel	arschar	V;IND;PRS;1;SG
rischi	arschar	V;SBJV;PRS;1;SG
rischien	arschar	V;SBJV;PRS;3;PL
rischies	arschar	V;SBJV;PRS;2;PL
risei	lisar	V;IMP;2;PL
risei	nisar	V;IMP;2;PL
riseien	lisar	V;SBJV;PRS;1;PL
riseien	nisar	V;SBJV;PRS;1;PL
riseies	lisar	V;SBJV;PRS;2;PL
riseies	nisar	V;SBJV;PRS;2;PL
risein	lisar	V;IND;PRS;1;PL
risein	nisar	V;IND;PRS;1;PL
riseis	lisar	V;IND;PRS;2;PL
riseis	nisar	V;IND;PRS;2;PL
risescha	lisar	V;IND;PRS;3;SG
risescha	nisar	V;IND;PRS;3;SG
riseschan	lisar	V;IND;PRS;3;PL
riseschan	nisar	V;IND;PRS;3;PL
riseschas	lisar	V;IND;PRS;2;SG
riseschas	nisar	V;IND;PRS;2;SG
riseschel	lisar	V;IND;PRS;1;SG
riseschel	nisar	V;IND;PRS;1;SG
riseschi	lisar	V;SBJV;PRS;1;SG
riseschi	nisar	V;SBJV;PRS;1;SG
riseschien	lisar	V;SBJV;PRS;3;PL
riseschien	nisar	V;SBJV;PRS;1;PL
riseschies	lisar	V;SBJV;PRS;2;PL
riseschies	nisar	V;SBJV;PRS;2;PL
riu	ierer	V.PTCP;PST;MASC;SG
rius	ierer	V.PTCP;PST;NEUT
rizzada	izzar	V.PTCP;PST;FEM;SG
rizzadas	izzar	V.PTCP;PST;FEM;PL
rizzai	izzar	V.PTCP;PST;MASC;PL
rizzar	izzar	V;IND;FUT;2;PL
rizzass	izzar	V;COND;3;SG
rizzassen	izzar	V;COND;3;PL
rizzasses	izzar	V;COND;2;PL
rizzassi	izzar	V;COND;3;SG
rizzassien	izzar	V;COND;3;PL
rizzassies	izzar	V;COND;2;PL
rizzau	izzar	V.PTCP;PST;MASC;SG
rizzaus	izzar	V.PTCP;PST;NEUT
rizzava	izzar	V;IND;PST;3;SG;IPFV
rizzavan	izzar	V;IND;PST;3;PL;IPFV
rizzavas	izzar	V;IND;PST;2;SG;IPFV
rizzavel	izzar	V;IND;PST;1;SG;IPFV
rizzavi	izzar	V;SBJV;PST;3;SG;IPFV
rizzavien	izzar	V;SBJV;PST;1;PL;IPFV
rizzavies	izzar	V;SBJV;PST;2;SG;IPFV
rizzei	izzar	V;IMP;2;PL
rizzeien	izzar	V;SBJV;PRS;1;PL
rizzeies	izzar	V;SBJV;PRS;2;PL
rizzein	izzar	V;IND;PRS;1;PL
rizzeis	izzar	V;IND;PRS;2;PL
rocla	erclar	V;IND;PRS;3;SG
roclan	erclar	V;IND;PRS;3;PL
roclas	erclar	V;IND;PRS;2;SG
roclel	erclar	V;IND;PRS;1;SG
rocli	erclar	V;SBJV;PRS;1;SG
roclien	erclar	V;SBJV;PRS;3;PL
roclies	erclar	V;SBJV;PRS;2;PL
roda	urdar	V;IND;PRS;3;SG
rodan	urdar	V;IND;PRS;3;PL
rodas	urdar	V;IND;PRS;2;SG
rodel	urdar	V;IND;PRS;1;SG
rodi	urdar	V;SBJV;PRS;1;SG
rodien	urdar	V;SBJV;PRS;1;PL
rodies	urdar	V;SBJV;PRS;2;PL
rogna	ergnar	V;IMP;2;SG
rogna	fergnar	V;IND;PRS;3;SG
rogna	hergnar	V;IND;PRS;3;SG
rogna	pergnar	V;IND;PRS;3;SG
rogna	tergnar	V;IND;PRS;3;SG
rognan	ergnar	V;IND;PRS;3;PL
rognan	fergnar	V;IND;PRS;3;PL
rognan	hergnar	V;IND;PRS;3;PL
rognan	pergnar	V;IND;PRS;3;PL
rognan	tergnar	V;IND;PRS;3;PL
rognas	ergnar	V;IND;PRS;2;SG
rognas	fergnar	V;IND;PRS;2;SG
rognas	hergnar	V;IND;PRS;2;SG
rognas	pergnar	V;IND;PRS;2;SG
rognas	tergnar	V;IND;PRS;2;SG
rognel	ergnar	V;IND;PRS;1;SG
rognel	fergnar	V;IND;PRS;1;SG
rognel	hergnar	V;IND;PRS;1;SG
rognel	pergnar	V;IND;PRS;1;SG
rognel	tergnar	V;IND;PRS;1;SG
rogni	ergnar	V;SBJV;PRS;1;SG
rogni	fergnar	V;SBJV;PRS;3;SG
rogni	hergnar	V;SBJV;PRS;1;SG
rogni	pergnar	V;SBJV;PRS;1;SG
rogni	tergnar	V;SBJV;PRS;1;SG
rognien	ergnar	V;SBJV;PRS;3;PL
rognien	fergnar	V;SBJV;PRS;1;PL
rognien	hergnar	V;SBJV;PRS;3;PL
rognien	pergnar	V;SBJV;PRS;3;PL
rognien	tergnar	V;SBJV;PRS;3;PL
rognies	ergnar	V;SBJV;PRS;2;PL
rognies	fergnar	V;SBJV;PRS;2;SG
rognies	hergnar	V;SBJV;PRS;2;SG
rognies	pergnar	V;SBJV;PRS;2;SG
rognies	tergnar	V;SBJV;PRS;2;PL
rola	urlar	V;IMP;2;SG
rolan	urlar	V;IND;PRS;3;PL
rolas	urlar	V;IND;PRS;2;SG
rolel	urlar	V;IND;PRS;1;SG
roli	urlar	V;SBJV;PRS;1;SG
rolien	urlar	V;SBJV;PRS;3;PL
rolies	urlar	V;SBJV;PRS;2;PL
roma	armar	V;IMP;2;SG
roman	armar	V;IND;PRS;3;PL
romas	armar	V;IND;PRS;2;SG
romel	armar	V;IND;PRS;1;SG
romi	armar	V;SBJV;PRS;1;SG
romien	armar	V;SBJV;PRS;3;PL
romies	armar	V;SBJV;PRS;2;SG
rorevi	uorer	V;SBJV;PST;3;SG;IPFV
rova	uvrar	V;IND;PRS;3;SG
rovan	uvrar	V;IND;PRS;3;PL
rovas	uvrar	V;IND;PRS;2;SG
rovel	uvrar	V;IND;PRS;1;SG
rovi	uvrar	V;SBJV;PRS;1;SG
rovien	uvrar	V;SBJV;PRS;3;PL
rovies	uvrar	V;SBJV;PRS;2;PL
rress	orer	V;COND;1;SG
rressen	orer	V;COND;3;PL
rresses	orer	V;COND;2;PL
rressi	orer	V;COND;1;SG
rressien	orer	V;COND;3;PL
rressies	orer	V;COND;2;SG
rreva	orer	V;IND;PST;3;SG;IPFV
rrevan	orer	V;IND;PST;1;PL;IPFV
rrevas	orer	V;IND;PST;2;SG;IPFV
rrevel	orer	V;IND;PST;1;SG;IPFV
rrevi	orer	V;SBJV;PST;1;SG;IPFV
rrevien	orer	V;SBJV;PST;3;PL;IPFV
rrevies	orer	V;SBJV;PST;2;SG;IPFV
rri	orer	V.PTCP;PST;MASC;PL
rrida	orer	V.PTCP;PST;FEM;SG
rridas	orer	V.PTCP;PST;FEM;PL
rrin	orer	V;IND;PRS;1;PL
rris	orer	V;IND;PRS;2;PL
rriu	orer	V.PTCP;PST;MASC;SG
rrius	orer	V.PTCP;PST;NEUT
rrîen	orer	V;SBJV;PRS;1;PL
rrîes	orer	V;SBJV;PRS;2;PL
rschas	scher	V.PTCP;PST;FEM;PL
rterlai	terlar	V.PTCP;PST;MASC;PL
rugna	urgnar	V;IND;PRS;3;SG
rugna	urgnir	V;IND;PRS;3;SG
rugnan	urgnar	V;IND;PRS;3;PL
rugnan	urgnir	V;IND;PRS;3;PL
rugnas	urgnar	V;IND;PRS;2;SG
rugnas	urgnir	V;IND;PRS;2;SG
rugnava	grugnar	V;IND;PST;1;SG;IPFV
rugnel	urgnar	V;IND;PRS;1;SG
rugnel	urgnir	V;IND;PRS;1;SG
rugni	urgnar	V;SBJV;PRS;1;SG
rugni	urgnir	V;SBJV;PRS;1;SG
rugnien	urgnar	V;SBJV;PRS;3;PL
rugnien	urgnir	V;SBJV;PRS;3;PL
rugnies	urgnar	V;SBJV;PRS;2;SG
rugnies	urgnir	V;SBJV;PRS;2;PL
rugnis	urgnir	V;IND;PRS;2;PL
rumpa	plar	V;IND;PRS;3;SG
rumpan	plar	V;IND;PRS;3;PL
rumpas	plar	V;IND;PRS;2;SG
rumpei	plar	V;IMP;2;PL
rumpeien	plar	V;SBJV;PRS;1;PL
rumpeies	plar	V;SBJV;PRS;2;PL
rumpein	plar	V;IND;PRS;1;PL
rumpeis	plar	V;IND;PRS;2;PL
rumpel	plar	V;IND;PRS;1;SG
rumper	plar	V;IND;FUT;2;PL
rumpess	plar	V;COND;1;SG
rumpessen	plar	V;COND;3;PL
rumpesses	plar	V;COND;2;PL
rumpessi	plar	V;COND;3;SG
rumpessien	plar	V;COND;3;PL
rumpessies	plar	V;COND;2;PL
rumpeva	plar	V;IND;PST;3;SG;IPFV
rumpevan	plar	V;IND;PST;3;PL;IPFV
rumpevas	plar	V;IND;PST;2;PL;IPFV
rumpevel	plar	V;IND;PST;1;SG;IPFV
rumpevi	plar	V;SBJV;PST;3;SG;IPFV
rumpevien	plar	V;SBJV;PST;1;PL;IPFV
rumpevies	plar	V;SBJV;PST;2;SG;IPFV
rumpi	plar	V;SBJV;PRS;3;SG
rumpien	plar	V;SBJV;PRS;3;PL
rumpies	plar	V;SBJV;PRS;2;PL
runar	grugnar	V;IND;FUT;1;SG
ruscha	urschar	V;IND;PRS;3;SG
ruschan	urschar	V;IND;PRS;3;PL
ruschas	urschar	V;IND;PRS;2;SG
ruschel	urschar	V;IND;PRS;1;SG
ruschi	urschar	V;SBJV;PRS;1;SG
ruschien	urschar	V;SBJV;PRS;3;PL
ruschies	urschar	V;SBJV;PRS;2;PL
rut	plar	V.PTCP;PST;MASC;SG
ruts	plar	V.PTCP;PST;NEUT
rutta	plar	V.PTCP;PST;FEM;SG
ruttas	plar	V.PTCP;PST;FEM;PL
rîen	ierer	V;SBJV;PRS;1;PL
rîes	ierer	V;SBJV;PRS;2;PL
s	car	V.PTCP;PST;MASC;PL
s	der	V.PTCP;PST;MASC;PL
s	er	V.PTCP;PST;MASC;PL
s	ir	V;IND;PRS;2;SG
s	ner	V.PTCP;PST;MASC;PL
s	r	V;IND;PRS;2;SG
s	ver	V;IND;PRS;2;SG
sa	der	V.PTCP;PST;FEM;SG
sa	er	V.PTCP;PST;FEM;SG
sa	ner	V.PTCP;PST;FEM;SG
sa	r	V;IND;PRS;3;SG
sa	rer	V.PTCP;PST;FEM;SG
sada	car	V.PTCP;PST;FEM;SG
sadas	car	V.PTCP;PST;FEM;PL
sai	car	V.PTCP;PST;MASC;PL
san	r	V;IND;PRS;3;PL
sar	car	V;IND;FUT;2;SG
sas	der	V.PTCP;PST;FEM;PL
sas	er	V.PTCP;PST;FEM;PL
sas	ner	V.PTCP;PST;FEM;PL
sas	r	V;IND;PRS;2;SG
sass	car	V;COND;3;SG
sassen	car	V;COND;3;PL
sasses	car	V;COND;2;PL
sassi	car	V;COND;3;SG
sassien	car	V;COND;3;PL
sassies	car	V;COND;2;PL
sau	car	V.PTCP;PST;MASC;SG
saus	car	V.PTCP;PST;NEUT
sava	car	V;IND;PST;3;SG;IPFV
savan	car	V;IND;PST;3;PL;IPFV
savas	car	V;IND;PST;2;SG;IPFV
savel	car	V;IND;PST;1;SG;IPFV
savi	car	V;SBJV;PST;1;SG;IPFV
savien	car	V;SBJV;PST;1;PL;IPFV
savies	car	V;SBJV;PST;2;PL;IPFV
scha	ar	V;IND;PRS;3;SG
scha	r	V;IND;PRS;3;SG
schada	ar	V.PTCP;PST;FEM;SG
schadas	ar	V.PTCP;PST;FEM;PL
schai	ar	V.PTCP;PST;MASC;PL
schan	ar	V;IND;PRS;3;PL
schan	r	V;IND;PRS;3;PL
schar	ar	V;IND;FUT;1;PL
schardada	miar	V.PTCP;PST;FEM;SG
schardadas	miar	V.PTCP;PST;FEM;PL
schardai	miar	V.PTCP;PST;MASC;PL
schardar	miar	V;IND;FUT;3;SG
schardass	miar	V;COND;3;SG
schardassen	miar	V;COND;3;PL
schardasses	miar	V;COND;2;PL
schardassi	miar	V;COND;3;SG
schardassien	miar	V;COND;3;PL
schardassies	miar	V;COND;2;PL
schardau	miar	V.PTCP;PST;MASC;SG
schardaus	miar	V.PTCP;PST;NEUT
schardava	miar	V;IND;PST;3;SG;IPFV
schardavan	miar	V;IND;PST;1;PL;IPFV
schardavas	miar	V;IND;PST;2;SG;IPFV
schardavel	miar	V;IND;PST;1;SG;IPFV
schardavi	miar	V;SBJV;PST;3;SG;IPFV
schardavien	miar	V;SBJV;PST;1;PL;IPFV
schardavies	miar	V;SBJV;PST;2;PL;IPFV
schardei	miar	V;IMP;2;PL
schardeien	miar	V;SBJV;PRS;1;PL
schardeies	miar	V;SBJV;PRS;2;PL
schardein	miar	V;IND;PRS;1;PL
schardeis	miar	V;IND;PRS;2;PL
schardescha	miar	V;IND;PRS;3;SG
schardeschan	miar	V;IND;PRS;3;PL
schardeschas	miar	V;IND;PRS;2;SG
schardeschel	miar	V;IND;PRS;1;SG
schardeschi	miar	V;SBJV;PRS;1;SG
schardeschien	miar	V;SBJV;PRS;1;PL
schardeschies	miar	V;SBJV;PRS;2;SG
schas	ar	V;IND;PRS;2;SG
schas	r	V;IND;PRS;2;SG
schass	ar	V;COND;1;SG
schassen	ar	V;COND;1;PL
schasses	ar	V;COND;2;SG
schassi	ar	V;COND;1;SG
schassien	ar	V;COND;1;PL
schassies	ar	V;COND;2;SG
schau	ar	V.PTCP;PST;MASC;SG
schaus	ar	V.PTCP;PST;NEUT
schava	ar	V;IND;PST;3;SG;IPFV
schavan	ar	V;IND;PST;3;PL;IPFV
schavas	ar	V;IND;PST;2;PL;IPFV
schavel	ar	V;IND;PST;1;SG;IPFV
schavi	ar	V;SBJV;PST;3;SG;IPFV
schavien	ar	V;SBJV;PST;1;PL;IPFV
schavies	ar	V;SBJV;PST;2;PL;IPFV
schei	ar	V;IMP;2;PL
schei	dir	V;IMP;2;PL
schei	gir	V;IMP;2;PL
scheien	ar	V;SBJV;PRS;1;PL
scheien	dir	V;SBJV;PRS;1;PL
scheien	gir	V;SBJV;PRS;1;PL
scheies	ar	V;SBJV;PRS;2;PL
scheies	dir	V;SBJV;PRS;2;PL
scheies	gir	V;SBJV;PRS;2;PL
schein	ar	V;IND;PRS;1;PL
schein	dir	V;IND;PRS;1;PL
schein	gir	V;IND;PRS;1;PL
scheis	ar	V;IND;PRS;2;PL
scheis	dir	V;IND;PRS;2;PL
scheis	gir	V;IND;PRS;2;PL
schel	ar	V;IND;PRS;1;SG
schel	r	V;IND;PRS;1;SG
schelel	r	V;IND;PRS;1;SG
schemblescha	gemblar	V;IMP;2;SG
schembleschan	gemblar	V;IND;PRS;3;PL
schembleschas	gemblar	V;IND;PRS;2;SG
schembleschel	gemblar	V;IND;PRS;1;SG
schembleschi	gemblar	V;SBJV;PRS;1;SG
schembleschien	gemblar	V;SBJV;PRS;3;PL
schembleschies	gemblar	V;SBJV;PRS;2;PL
schess	dir	V;COND;1;SG
schess	gir	V;COND;1;SG
schess	oscher	V;COND;1;SG
schessen	dir	V;COND;3;PL
schessen	gir	V;COND;3;PL
schessen	oscher	V;COND;3;PL
schesses	dir	V;COND;2;SG
schesses	gir	V;COND;2;PL
schesses	oscher	V;COND;2;PL
schessi	dir	V;COND;1;SG
schessi	gir	V;COND;1;SG
schessi	oscher	V;COND;1;SG
schessien	dir	V;COND;1;PL
schessien	gir	V;COND;1;PL
schessien	oscher	V;COND;1;PL
schessies	dir	V;COND;2;PL
schessies	gir	V;COND;2;SG
schessies	oscher	V;COND;2;PL
scheva	dir	V;IND;PST;3;SG;IPFV
scheva	gir	V;IND;PST;3;SG;IPFV
scheva	oscher	V;IND;PST;3;SG;IPFV
schevan	dir	V;IND;PST;1;PL;IPFV
schevan	gir	V;IND;PST;3;PL;IPFV
schevan	oscher	V;IND;PST;3;PL;IPFV
schevas	dir	V;IND;PST;2;SG;IPFV
schevas	gir	V;IND;PST;2;PL;IPFV
schevas	oscher	V;IND;PST;2;SG;IPFV
schevel	dir	V;IND;PST;1;SG;IPFV
schevel	gir	V;IND;PST;1;SG;IPFV
schevel	oscher	V;IND;PST;1;SG;IPFV
schevi	dir	V;SBJV;PST;3;SG;IPFV
schevi	gir	V;SBJV;PST;3;SG;IPFV
schevi	oscher	V;SBJV;PST;3;SG;IPFV
schevien	dir	V;SBJV;PST;1;PL;IPFV
schevien	gir	V;SBJV;PST;3;PL;IPFV
schevien	oscher	V;SBJV;PST;3;PL;IPFV
schevies	dir	V;SBJV;PST;2;SG;IPFV
schevies	gir	V;SBJV;PST;2;SG;IPFV
schevies	oscher	V;SBJV;PST;2;PL;IPFV
schi	ar	V;SBJV;PRS;1;SG
schi	oscher	V;IMP;2;PL
schi	r	V;SBJV;PRS;3;SG
schida	oscher	V.PTCP;PST;FEM;SG
schidas	oscher	V.PTCP;PST;FEM;PL
schien	ar	V;SBJV;PRS;3;PL
schien	r	V;SBJV;PRS;3;PL
schies	ar	V;SBJV;PRS;2;PL
schies	r	V;SBJV;PRS;2;PL
schin	oscher	V;IND;PRS;1;PL
schis	oscher	V;IND;PRS;2;PL
schiu	oscher	V.PTCP;PST;MASC;SG
schius	oscher	V.PTCP;PST;NEUT
schîen	oscher	V;SBJV;PRS;1;PL
schîes	oscher	V;SBJV;PRS;2;PL
scunterchessien	cunterdir	V;COND;3;PL
sei	car	V;IMP;2;PL
sei	r	V;IMP;2;PL
seien	car	V;SBJV;PRS;1;PL
seien	r	V;SBJV;PRS;1;PL
seies	car	V;SBJV;PRS;2;PL
seies	r	V;SBJV;PRS;2;PL
seigi	esser	V;SBJV;PRS;1;SG
seigien	esser	V;SBJV;PRS;3;PL
seigies	esser	V;IMP;2;PL
sein	car	V;IND;PRS;1;PL
sein	r	V;IND;PRS;1;PL
seis	car	V;IND;PRS;2;PL
seis	r	V;IND;PRS;2;PL
sel	r	V;IND;PRS;1;SG
ser	r	V;IND;FUT;1;SG
sesarta	artar	V;IND;PRS;3;SG
sesartada	artar	V.PTCP;PST;FEM;SG
sesartadas	artar	V.PTCP;PST;FEM;PL
sesartai	artar	V.PTCP;PST;MASC;PL
sesartan	artar	V;IND;PRS;3;PL
sesartar	artar	V;IND;FUT;2;SG
sesartas	artar	V;IND;PRS;2;SG
sesartass	artar	V;COND;3;SG
sesartassen	artar	V;COND;1;PL
sesartasses	artar	V;COND;2;PL
sesartassi	artar	V;COND;3;SG
sesartassien	artar	V;COND;3;PL
sesartassies	artar	V;COND;2;PL
sesartau	artar	V.PTCP;PST;MASC;SG
sesartaus	artar	V.PTCP;PST;NEUT
sesartava	artar	V;IND;PST;3;SG;IPFV
sesartavan	artar	V;IND;PST;3;PL;IPFV
sesartavas	artar	V;IND;PST;2;PL;IPFV
sesartavel	artar	V;IND;PST;1;SG;IPFV
sesartavi	artar	V;SBJV;PST;1;SG;IPFV
sesartavien	artar	V;SBJV;PST;1;PL;IPFV
sesartavies	artar	V;SBJV;PST;2;PL;IPFV
sesartei	artar	V;IMP;2;PL
sesarteien	artar	V;SBJV;PRS;1;PL
sesarteies	artar	V;SBJV;PRS;2;PL
sesartein	artar	V;IND;PRS;1;PL
sesarteis	artar	V;IND;PRS;2;PL
sesartel	artar	V;IND;PRS;1;SG
sesarti	artar	V;SBJV;PRS;3;SG
sesartien	artar	V;SBJV;PRS;1;PL
sesarties	artar	V;SBJV;PRS;2;PL
sescha	car	V;IND;PRS;3;SG
seschan	car	V;IND;PRS;3;PL
seschas	car	V;IND;PRS;2;SG
seschel	car	V;IND;PRS;1;SG
seschi	car	V;SBJV;PRS;1;SG
seschien	car	V;SBJV;PRS;3;PL
seschien	dir	V;SBJV;PRS;1;PL
seschies	car	V;SBJV;PRS;2;PL
sess	r	V;COND;3;SG
sessen	r	V;COND;3;PL
sesses	r	V;COND;2;PL
sessi	r	V;COND;1;SG
sessien	r	V;COND;3;PL
sessies	r	V;COND;2;PL
seva	r	V;IND;PST;3;SG;IPFV
sevan	r	V;IND;PST;3;PL;IPFV
sevas	r	V;IND;PST;2;SG;IPFV
sevel	r	V;IND;PST;1;SG;IPFV
sevi	r	V;SBJV;PST;3;SG;IPFV
sevien	r	V;SBJV;PST;3;PL;IPFV
sevies	r	V;SBJV;PST;2;PL;IPFV
si	r	V;IMP;2;PL
sida	r	V.PTCP;PST;FEM;SG
sidas	r	V.PTCP;PST;FEM;PL
sien	r	V;SBJV;PRS;3;PL
sies	r	V;SBJV;PRS;2;SG
sin	r	V;IND;PRS;1;PL
sis	r	V;IND;PRS;2;PL
siu	r	V.PTCP;PST;MASC;SG
sius	r	V.PTCP;PST;NEUT
squadrschien	quadrar	V;SBJV;PRS;1;PL
ss	der	V.PTCP;PST;MASC;PL
ss	diar	V.PTCP;PST;MASC;SG
ss	nder	V.PTCP;PST;MASC;PL
ss	r	V;COND;1;SG
ss	tter	V.PTCP;PST;MASC;PL
ss' intrighien	intrigar	V;SBJV;PRS;1;PL
ssa	der	V.PTCP;PST;FEM;SG
ssa	diar	V.PTCP;PST;FEM;SG
ssa	nder	V.PTCP;PST;FEM;SG
ssa	r	V.PTCP;PST;FEM;SG
ssa	tter	V.PTCP;PST;FEM;SG
ssas	der	V.PTCP;PST;FEM;PL
ssas	diar	V.PTCP;PST;FEM;PL
ssas	nder	V.PTCP;PST;FEM;PL
ssas	r	V.PTCP;PST;FEM;PL
ssas	tter	V.PTCP;PST;FEM;PL
ssen	r	V;COND;1;PL
sses	r	V;COND;2;PL
ssess	isser	V;COND;1;SG
ssessen	isser	V;COND;3;PL
ssesses	isser	V;COND;2;PL
ssessi	isser	V;COND;1;SG
ssessien	isser	V;COND;3;PL
ssessies	isser	V;COND;2;SG
sseva	isser	V;IND;PST;3;SG;IPFV
ssevan	isser	V;IND;PST;3;PL;IPFV
ssevas	isser	V;IND;PST;2;SG;IPFV
ssevel	isser	V;IND;PST;1;SG;IPFV
ssevi	isser	V;SBJV;PST;3;SG;IPFV
