		V;NFIN
ettan	attar	V;SBJV;PRS;1;PL
ettan	ittar	V;SBJV;PRS;1;PL
ettas	ar	V;SBJV;PRS;2;PL
ettas	attar	V;SBJV;PRS;2;SG
ettas	ittar	V;SBJV;PRS;2;PL
ev	avar	V;IND;PRS;1;SG
ev	var	V;IND;PRS;1;SG
eva	avar	V;SBJV;PRS;1;SG
eva	var	V;SBJV;PRS;1;SG
evan	avar	V;SBJV;PRS;1;PL
evan	var	V;IND;PRS;3;PL
evas	avar	V;SBJV;PRS;2;SG
evas	var	V;SBJV;PRS;2;PL
evgan	ivgier	V;IND;PRS;3;PL
evgia	vgier	V;SBJV;PRS;1;SG
evgian	vgier	V;SBJV;PRS;3;PL
evgias	vgier	V;SBJV;PRS;2;PL
eviga	vgier	V;IND;PRS;3;SG
evl	vlar	V;IND;PRS;1;SG
evla	vlar	V;IND;PRS;3;SG
evlan	vlar	V;IND;PRS;3;PL
evlas	vlar	V;SBJV;PRS;2;SG
evr	avrar	V;IND;PRS;1;SG
evra	avrar	V;SBJV;PRS;1;SG
evran	avrar	V;IND;PRS;3;PL
evras	avrar	V;SBJV;PRS;2;PL
evtg	vgier	V;IND;PRS;1;SG
ez	ar	V;IND;PRS;2;PL
ez	azzar	V;IND;PRS;1;SG
ez	ier	V;IND;PRS;2;PL
ez	izzar	V;IND;PRS;1;SG
ezgia	azger	V;IND;PRS;3;SG
ezgia	izgier	V;SBJV;PRS;1;SG
ezgian	azger	V;SBJV;PRS;1;PL
ezgian	izgier	V;IND;PRS;3;PL
ezgias	azger	V;SBJV;PRS;2;SG
ezgias	izgier	V;SBJV;PRS;2;PL
eztg	azger	V;IND;PRS;1;SG
eztg	izgier	V;IND;PRS;1;SG
eztg	iztgier	V;IND;PRS;1;SG
eztga	iztgier	V;SBJV;PRS;1;SG
eztgan	iztgier	V;IND;PRS;3;PL
eztgas	iztgier	V;SBJV;PRS;2;PL
ezza	azzar	V;SBJV;PRS;1;SG
ezza	izzar	V;IND;PRS;3;SG
ezzan	azzar	V;SBJV;PRS;3;PL
ezzan	izzar	V;SBJV;PRS;1;PL
ezzas	azzar	V;SBJV;PRS;2;PL
ezzas	izzar	V;SBJV;PRS;2;SG
fiss	esser	V;COND;1;SG
fissan	esser	V;COND;3;PL
fissas	esser	V;COND;2;PL
g	ar	V;IND;PRS;1;SG
ga	ar	V;SBJV;PRS;1;SG
gada	ar	V.PTCP;PST;FEM;SG
gadas	ar	V.PTCP;PST;FEM;PL
gan	ar	V;SBJV;PRS;1;PL
garo	tger	V;IND;FUT;1;SG
gas	ar	V;SBJV;PRS;2;SG
ge	eir	V;IMP;2;PL
geia	eir	V;SBJV;PRS;1;SG
geian	eir	V;SBJV;PRS;1;PL
geias	eir	V;SBJV;PRS;2;PL
gess	eir	V;COND;3;SG
gessan	eir	V;COND;3;PL
gessas	eir	V;COND;2;PL
geva	eir	V;IND;PST;1;SG;IPFV
gevan	eir	V;IND;PST;3;PL;IPFV
gevas	eir	V;IND;PST;2;PL;IPFV
gez	eir	V;IND;PRS;2;PL
gia	aveir	V.PTCP;PST;MASC;SG
gia	ir	V;SBJV;PRS;1;SG
gia	veir	V.PTCP;PST;MASC;SG
giagn	eir	V;IND;PRS;1;PL
gian	ir	V;SBJV;PRS;3;PL
giaro	eir	V;IND;FUT;1;SG
giaron	eir	V;IND;FUT;1;PL
giarossas	eir	V;IND;FUT;2;PL
gias	ir	V;SBJV;PRS;2;SG
giond	eir	V.PTCP;PRS
giss	eir	V;COND;1;SG
gissan	eir	V;COND;1;PL
gissas	eir	V;COND;2;SG
gn	nar	V;IND;PRS;1;SG
gn	neir	V;IND;PRS;1;SG
gn	r	V;IND;PRS;1;PL
gna	nar	V;IND;PRS;3;SG
gna	neir	V;IND;PRS;3;SG
gna !	neir	V;IMP;2;SG
gnagn	nar	V;IND;PRS;1;PL
gnan	agner	V;SBJV;PRS;3;PL
gnan	nar	V;SBJV;PRS;3;PL
gnan	neir	V;SBJV;PRS;1;PL
gnaro	nar	V;IND;FUT;3;SG
gnaron	nar	V;IND;FUT;1;PL
gnarossas	nar	V;IND;FUT;2;PL
gnas	nar	V;SBJV;PRS;2;PL
gnas	neir	V;IND;PRS;2;SG
gnava	nar	V;IND;PST;1;SG;IPFV
gnavan	nar	V;IND;PST;3;PL;IPFV
gnavas	nar	V;IND;PST;2;PL;IPFV
gne	nar	V;IMP;2;PL
gness	nar	V;COND;1;SG
gnessan	nar	V;COND;3;PL
gnessas	nar	V;COND;2;PL
gneva	agner	V;IND;PST;1;SG;IPFV
gnez	nar	V;IND;PRS;2;PL
gno	nar	V.PTCP;PST;MASC;SG
gnond	nar	V.PTCP;PRS
gnond	neir	V.PTCP;PRS
gnos	nar	V.PTCP;PST;MASC;PL
hcess	car	V;COND;3;SG
he	ar	V;IMP;2;PL
he	car	V;IMP;2;PL
hegia	ager	V;SBJV;PRS;1;SG
hegia	cager	V;SBJV;PRS;1;SG
hegian	ager	V;SBJV;PRS;3;PL
hegian	cager	V;IND;PRS;3;PL
hegias	ager	V;SBJV;PRS;2;SG
hegias	cager	V;SBJV;PRS;2;SG
hel	alar	V;IND;PRS;1;SG
hela	alar	V;SBJV;PRS;1;SG
helan	alar	V;IND;PRS;3;PL
helas	alar	V;SBJV;PRS;2;SG
hesch	ar	V;IND;PRS;1;SG
hesch	ascher	V;IND;PRS;1;SG
hesch	car	V;IND;PRS;1;SG
hescha	ar	V;SBJV;PRS;1;SG
hescha	ascher	V;IND;PRS;3;SG
hescha	car	V;SBJV;PRS;1;SG
heschan	ar	V;SBJV;PRS;3;PL
heschan	ascher	V;SBJV;PRS;1;PL
heschan	car	V;IND;PRS;3;PL
heschas	ar	V;SBJV;PRS;2;SG
heschas	ascher	V;IND;PRS;2;SG
heschas	car	V;SBJV;PRS;2;SG
hess	ar	V;COND;1;SG
hess	car	V;COND;1;SG
hessan	ar	V;COND;3;PL
hessan	car	V;COND;3;PL
hessas	ar	V;COND;2;PL
hessas	car	V;COND;2;PL
hetg	ager	V;IND;PRS;1;SG
hetg	cager	V;IND;PRS;1;SG
hez	ar	V;IND;PRS;2;PL
hez	car	V;IND;PRS;2;PL
i	eir	V;IMP;2;PL
i	er	V;IMP;2;PL
i	r	V;IND;PRS;1;SG
i	scheir	V;IND;PRS;1;SG
i	uleir	V;IND;PRS;1;SG
ia	ar	V.PTCP;PST;MASC;SG
ia	eir	V.PTCP;PST;MASC;SG
ia	er	V.PTCP;PST;MASC;SG
ia	scheir	V;SBJV;PRS;1;SG
iagn	eir	V;IND;PRS;1;PL
iagn	er	V;IND;PRS;1;PL
ian	eir	V;SBJV;PRS;1;PL
ian	er	V;SBJV;PRS;1;PL
ian	r	V;SBJV;PRS;1;PL
ian	scheir	V;IND;PRS;3;PL
iaro	eir	V;IND;FUT;1;SG
iaro	er	V;IND;FUT;1;SG
iaron	eir	V;IND;FUT;1;PL
iaron	er	V;IND;FUT;1;PL
iarossas	eir	V;IND;FUT;2;SG
iarossas	er	V;IND;FUT;2;SG
ias	ar	V.PTCP;PST;MASC;PL
ias	eir	V.PTCP;PST;MASC;PL
ias	er	V.PTCP;PST;MASC;PL
ias	r	V;SBJV;PRS;2;SG
ias	scheir	V;SBJV;PRS;2;SG
iava	er	V;IND;PST;1;SG;IPFV
iava	rer	V;IND;PST;3;SG;IPFV
iavan	er	V;IND;PST;3;PL;IPFV
iavas	er	V;IND;PST;2;PL;IPFV
ida	r	V.PTCP;PST;FEM;SG
idas	r	V.PTCP;PST;FEM;PL
ie	eir	V;IMP;2;PL
ie	er	V;IMP;2;PL
iend	eir	V.PTCP;PRS
iesas	er	V;COND;2;SG
iess	eir	V;COND;1;SG
iess	er	V;COND;1;SG
iessan	eir	V;COND;3;PL
iessan	er	V;COND;1;PL
iessas	eir	V;COND;2;PL
iessas	er	V;COND;2;PL
iev	uar	V;IND;PRS;1;SG
ieva	er	V;IND;PST;1;SG;IPFV
ieva	uar	V;SBJV;PRS;1;SG
ievan	er	V;IND;PST;1;PL;IPFV
ievan	uar	V;SBJV;PRS;1;PL
ievas	er	V;IND;PST;2;PL;IPFV
ievas	uar	V;SBJV;PRS;2;SG
iez	eir	V;IND;PRS;2;PL
iez	er	V;IND;PRS;2;PL
iga	gier	V;SBJV;PRS;3;SG
ige	eir	V;IMP;2;PL
igend	eir	V.PTCP;PRS
igess	eir	V;COND;3;SG
igessan	eir	V;COND;3;PL
igessas	eir	V;COND;2;PL
igez	eir	V;IND;PRS;2;PL
igiagn	eir	V;IND;PRS;1;PL
igiaro	eir	V;IND;FUT;3;SG
igiaron	eir	V;IND;FUT;1;PL
igiarossas	eir	V;IND;FUT;2;SG
igiond	eir	V.PTCP;PRS
igiossas	eir	V;IND;FUT;2;PL
igissan	eir	V;COND;3;PL
igiva	eir	V;IND;PST;1;SG;IPFV
igivan	eir	V;IND;PST;3;PL;IPFV
igivas	eir	V;IND;PST;2;PL;IPFV
iglia	uleir	V;SBJV;PRS;1;SG
iglian	uleir	V;SBJV;PRS;3;PL
iglias	uleir	V;SBJV;PRS;2;PL
ign	agneir	V;IND;PRS;1;SG
ign	eir	V;IND;PRS;1;PL
ign	er	V;IND;PRS;1;PL
igna	agneir	V;SBJV;PRS;1;SG
ignan	agneir	V;SBJV;PRS;3;PL
ignas	agneir	V;SBJV;PRS;2;SG
ignst	agneir	V;IND;PRS;2;SG
iia	eir	V.PTCP;PST;FEM;SG
iia	er	V.PTCP;PST;MASC;SG
iias	er	V.PTCP;PST;MASC;PL
iiva	eir	V;IND;PST;1;SG;IPFV
iivan	eir	V;IND;PST;3;PL;IPFV
iivas	eir	V;IND;PST;2;PL;IPFV
il	lar	V;IND;PRS;1;SG
ila	lar	V;SBJV;PRS;1;SG
ilan	lar	V;IND;PRS;3;PL
ilas	lar	V;SBJV;PRS;2;SG
impr	mprar	V;IND;PRS;1;SG
impra	mprar	V;IND;PRS;3;SG
impran	mprar	V;SBJV;PRS;3;PL
impras	mprar	V;SBJV;PRS;2;SG
ins	nsar	V;IND;PRS;1;SG
insa	nsar	V;SBJV;PRS;3;SG
insan	nsar	V;SBJV;PRS;1;PL
insas	nsar	V;SBJV;PRS;2;PL
int	ntar	V;IND;PRS;1;SG
int	nteir	V;IND;PRS;1;SG
inta	ntar	V;SBJV;PRS;3;SG
inta	nteir	V;SBJV;PRS;3;SG
intan	ntar	V;IND;PRS;3;PL
intan	nteir	V;SBJV;PRS;1;PL
intas	ntar	V;SBJV;PRS;2;SG
intas	nteir	V;SBJV;PRS;2;PL
intgung	untganar	V;IND;PRS;1;SG
intgunga	untganar	V;SBJV;PRS;1;SG
intgungan	untganar	V;IND;PRS;3;PL
intgungas	untganar	V;SBJV;PRS;2;SG
intr	ntrar	V;IND;PRS;1;SG
intra	ntrar	V;SBJV;PRS;1;SG
intran	ntrar	V;SBJV;PRS;1;PL
intras	ntrar	V;SBJV;PRS;2;SG
inz	nzar	V;IND;PRS;1;SG
inza	nzar	V;SBJV;PRS;1;SG
inzan	nzar	V;SBJV;PRS;1;PL
inzas	nzar	V;SBJV;PRS;2;SG
iold	aldeir	V;IND;PRS;1;SG
iolda	aldeir	V;SBJV;PRS;1;SG
ioldan	aldeir	V;SBJV;PRS;3;PL
ioldas	aldeir	V;SBJV;PRS;2;PL
ion	anar	V;IND;PRS;1;SG
iona	anar	V;IND;PRS;3;SG
ionan	anar	V;SBJV;PRS;1;PL
ionas	anar	V;SBJV;PRS;2;SG
iond	eir	V.PTCP;PRS
iond	er	V.PTCP;PRS
ioul	ular	V;IND;PRS;1;SG
ioula	ular	V;SBJV;PRS;1;SG
ioulan	ular	V;IND;PRS;3;PL
ioulas	ular	V;SBJV;PRS;2;PL
iout	oler	V.PTCP;PST;MASC;SG
iout	olver	V.PTCP;PST;MASC;SG
iouta	olver	V.PTCP;PST;FEM;SG
ioutas	oler	V.PTCP;PST;FEM;PL
ioutas	olver	V.PTCP;PST;FEM;PL
iouts	oler	V.PTCP;PST;MASC;PL
iouts	olver	V.PTCP;PST;MASC;PL
iragn	rer	V;IND;PRS;1;PL
iraro	rer	V;IND;FUT;3;SG
iraron	rer	V;IND;FUT;3;PL
irarossas	rer	V;IND;FUT;2;SG
irava	rer	V;IND;PST;1;SG;IPFV
iravan	rer	V;IND;PST;3;PL;IPFV
iravas	er	V;IND;PST;2;SG;IPFV
iravas	rer	V;IND;PST;2;SG;IPFV
ire	rer	V;IMP;2;PL
iress	rer	V;COND;1;SG
iressan	rer	V;COND;3;PL
iressas	rer	V;COND;2;SG
irez	rer	V;IND;PRS;2;PL
irgiarossas	eir	V;IND;FUT;2;PL
iro	eir	V;IND;FUT;3;SG
iro	er	V;IND;FUT;1;SG
iro	rer	V;IND;FUT;3;SG
iron	eir	V;IND;FUT;1;PL
iron	er	V;IND;FUT;1;PL
iron	rer	V;IND;FUT;1;PL
irond	rer	V.PTCP;PRS
irossas	eir	V;IND;FUT;2;SG
irossas	er	V;IND;FUT;2;SG
irossas	rer	V;IND;FUT;2;PL
irraossas	rer	V;IND;FUT;2;SG
irssas	er	V;IND;FUT;2;SG
ischan	esser	V;IND;PRS;1;PL
ischas	esser	V;IND;PRS;2;PL
iss	eir	V;COND;3;SG
iss	er	V;COND;1;SG
issan	eir	V;COND;1;PL
issan	er	V;COND;3;PL
issas	eir	V;COND;2;PL
issas	er	V;COND;2;PL
ist	esser	V;IND;PRS;2;SG
ist	scheir	V;IND;PRS;2;SG
iuota	oler	V.PTCP;PST;FEM;SG
iva	ar	V;IND;PST;1;SG;IPFV
iva	eir	V;IND;PST;1;SG;IPFV
iva	er	V;IND;PST;1;SG;IPFV
ivagn	eiver	V;IND;PRS;1;PL
ivan	ar	V;IND;PST;3;PL;IPFV
ivan	eir	V;IND;PST;1;PL;IPFV
ivan	er	V;IND;PST;3;PL;IPFV
ivaro	eiver	V;IND;FUT;1;SG
ivaron	eiver	V;IND;FUT;3;PL
ivarossas	eiver	V;IND;FUT;2;PL
ivas	ar	V;IND;PST;2;PL;IPFV
ivas	eir	V;IND;PST;2;PL;IPFV
ivas	er	V;IND;PST;2;PL;IPFV
ive	eiver	V;IMP;2;PL
iveida	eiver	V.PTCP;PST;FEM;SG
iveidas	eiver	V.PTCP;PST;FEM;PL
ivess	eiver	V;COND;1;SG
ivess	reiver	V;COND;3;SG
ivessan	eiver	V;COND;3;PL
ivessas	eiver	V;COND;2;PL
iveva	eiver	V;IND;PST;3;SG;IPFV
ivevan	eiver	V;IND;PST;3;PL;IPFV
ivevas	eiver	V;IND;PST;2;PL;IPFV
ivez	eiver	V;IND;PRS;2;PL
ivgia	eir	V;IND;PST;3;SG;IPFV
ivgian	eir	V;IND;PST;1;PL;IPFV
ivia	eiver	V.PTCP;PST;MASC;SG
ivias	eiver	V.PTCP;PST;MASC;PL
ivl	vlar	V;IND;PRS;1;SG
ivla	vlar	V;SBJV;PRS;1;SG
ivlan	vlar	V;IND;PRS;3;PL
ivlas	vlar	V;SBJV;PRS;2;PL
ivond	eiver	V.PTCP;PRS
iz	eir	V;IND;PRS;2;PL
iz	er	V;IND;PRS;2;PL
lagn	vuleir	V;IND;PRS;1;PL
laron	oler	V;IND;FUT;3;PL
leir	vuleir	V;IND;FUT;3;SG
less	vuleir	V;COND;1;SG
lessan	vuleir	V;COND;3;PL
lessas	vuleir	V;COND;2;PL
leva	vuleir	V;IND;PST;3;SG;IPFV
levan	vuleir	V;IND;PST;3;PL;IPFV
levas	vuleir	V;IND;PST;2;PL;IPFV
lez	vuleir	V;IND;PRS;2;PL
luevas	oler	V;IND;PST;2;PL;IPFV
n	r	V;SBJV;PRS;1;PL
nd	ir	V.PTCP;PRS
nd	r	V.PTCP;PRS
o		V;IND;FUT;3;SG
o	ar	V.PTCP;PST;MASC;SG
o	aveir	V;IND;PRS;3;SG
o	er	V.PTCP;PST;MASC;SG
oan	ar	V;SBJV;PRS;3;PL
oc	uccar	V;IND;PRS;1;SG
occa	uccar	V;SBJV;PRS;1;SG
occan	uccar	V;SBJV;PRS;1;PL
occas	uccar	V;SBJV;PRS;2;PL
ocl	uclar	V;IND;PRS;1;SG
ocla	uclar	V;SBJV;PRS;1;SG
oclan	uclar	V;SBJV;PRS;1;PL
oclas	uclar	V;SBJV;PRS;2;SG
od	adar	V;IND;PRS;1;SG
od	audar	V;IND;PRS;1;SG
od	udar	V;IND;PRS;1;SG
od	udeir	V;IND;PRS;1;SG
od	uder	V;IND;PRS;1;SG
oda	adar	V;SBJV;PRS;1;SG
oda	audar	V;SBJV;PRS;1;SG
oda	udar	V;SBJV;PRS;1;SG
oda	udeir	V;SBJV;PRS;1;SG
oda	uder	V;SBJV;PRS;3;SG
odan	adar	V;SBJV;PRS;1;PL
odan	audar	V;IND;PRS;3;PL
odan	udar	V;SBJV;PRS;3;PL
odan	udeir	V;IND;PRS;3;PL
odan	uder	V;SBJV;PRS;1;PL
odas	adar	V;SBJV;PRS;2;SG
odas	audar	V;IND;PRS;2;SG
odas	udar	V;SBJV;PRS;2;SG
odas	udeir	V;SBJV;PRS;2;SG
odas	uder	V;SBJV;PRS;2;SG
odl	udlar	V;IND;PRS;1;SG
odla	udlar	V;SBJV;PRS;1;SG
odlan	udlar	V;SBJV;PRS;1;PL
odlas	udlar	V;SBJV;PRS;2;PL
of	uffar	V;IND;PRS;1;SG
offa	uffar	V;SBJV;PRS;1;SG
offan	uffar	V;SBJV;PRS;1;PL
offas	uffar	V;SBJV;PRS;2;SG
ofl	uflar	V;IND;PRS;1;SG
ofla	uflar	V;SBJV;PRS;1;SG
oflan	uflar	V;SBJV;PRS;1;PL
oflas	uflar	V;SBJV;PRS;2;SG
og	ugar	V;IND;PRS;1;SG
oga	ugar	V;IND;PRS;3;SG
ogan	ugar	V;SBJV;PRS;3;PL
ogas	ugar	V;SBJV;PRS;2;SG
ogl	ugleir	V;IND;PRS;1;SG
ogl	uglier	V;IND;PRS;1;SG
oglia	ugleir	V;SBJV;PRS;3;SG
oglia	uglier	V;SBJV;PRS;3;SG
oglian	ugleir	V;SBJV;PRS;1;PL
oglian	uglier	V;IND;PRS;3;PL
oglias	ugleir	V;SBJV;PRS;2;SG
oglias	uglier	V;SBJV;PRS;2;PL
ogn	agner	V;IND;PRS;1;SG
ogn	ugnier	V;IND;PRS;1;SG
ogna	agner	V;SBJV;PRS;1;SG
ogna	ugnier	V;SBJV;PRS;1;SG
ognan	agner	V;IND;PRS;3;PL
ognan	ugnier	V;SBJV;PRS;3;PL
ognas	agner	V;SBJV;PRS;2;SG
ognas	ugnier	V;SBJV;PRS;2;SG
oi	uier	V;IND;PRS;1;SG
oia	uier	V;SBJV;PRS;1;SG
oian	uier	V;SBJV;PRS;1;PL
oias	uier	V;IND;PRS;2;SG
ol	ular	V;IND;PRS;1;SG
ol	uleir	V;IND;PRS;1;SG
ola	ular	V;SBJV;PRS;1;SG
ola	uleir	V;SBJV;PRS;1;SG
olan	ular	V;SBJV;PRS;1;PL
olan	uleir	V;SBJV;PRS;1;PL
olas	ular	V;SBJV;PRS;2;SG
olas	uleir	V;SBJV;PRS;2;SG
old	aldar	V;IND;PRS;1;SG
olda	aldar	V;SBJV;PRS;1;SG
oldan	aldar	V;IND;PRS;3;PL
oldas	aldar	V;SBJV;PRS;2;SG
olt	altar	V;IND;PRS;1;SG
olta	altar	V;SBJV;PRS;1;SG
oltan	altar	V;SBJV;PRS;3;PL
oltas	altar	V;IND;PRS;2;SG
oltg	ultgier	V;IND;PRS;1;SG
oltga	ultgier	V;SBJV;PRS;1;SG
oltgan	ultgier	V;SBJV;PRS;1;PL
oltgas	ultgier	V;SBJV;PRS;2;PL
oltr	ultrar	V;IND;PRS;1;SG
oltra	ultrar	V;SBJV;PRS;1;SG
oltran	ultrar	V;SBJV;PRS;3;PL
oltras	ultrar	V;SBJV;PRS;2;PL
oltsch	ultscheir	V;IND;PRS;1;SG
oltscha	ultscheir	V;SBJV;PRS;1;SG
oltschan	ultscheir	V;IND;PRS;3;PL
oltschas	ultscheir	V;SBJV;PRS;2;SG
oluas	ular	V;SBJV;PRS;2;PL
olv	ulvar	V;IND;PRS;1;SG
olva	ulvar	V;IND;PRS;3;SG
olvan	ulvar	V;IND;PRS;3;PL
olvas	ulvar	V;SBJV;PRS;2;SG
olvr	ulvrar	V;IND;PRS;1;SG
olvra	ulvrar	V;SBJV;PRS;3;SG
olvran	ulvrar	V;SBJV;PRS;1;PL
olvras	ulvrar	V;SBJV;PRS;2;PL
olz	ulzar	V;IND;PRS;1;SG
olza	ulzar	V;SBJV;PRS;3;SG
olzan	ulzar	V;SBJV;PRS;3;PL
olzas	ulzar	V;SBJV;PRS;2;SG
om	amar	V;IND;PRS;1;SG
om	umar	V;IND;PRS;1;SG
oma	amar	V;SBJV;PRS;1;SG
oma	umar	V;IND;PRS;3;SG
oman	amar	V;SBJV;PRS;3;PL
oman	umar	V;SBJV;PRS;1;PL
omas	amar	V;SBJV;PRS;2;PL
omas	umar	V;SBJV;PRS;2;SG
omb	umbar	V;IND;PRS;1;SG
omba	umbar	V;SBJV;PRS;1;SG
omban	umbar	V;SBJV;PRS;1;PL
ombas	umbar	V;SBJV;PRS;2;PL
ombr	umbrar	V;IND;PRS;1;SG
ombra	umbrar	V;IND;PRS;3;SG
ombran	umbrar	V;SBJV;PRS;3;PL
ombras	umbrar	V;SBJV;PRS;2;SG
omgia	amger	V;SBJV;PRS;1;SG
omgian	amger	V;SBJV;PRS;3;PL
omgias	amger	V;SBJV;PRS;2;SG
omn	umnar	V;IND;PRS;1;SG
omna	umnar	V;SBJV;PRS;1;SG
omnan	umnar	V;SBJV;PRS;1;PL
omnas	umnar	V;SBJV;PRS;2;SG
omp	ampar	V;IND;PRS;1;SG
omp	umpar	V;IND;PRS;1;SG
ompa	ampar	V;SBJV;PRS;1;SG
ompa	umpar	V;SBJV;PRS;1;SG
ompan	ampar	V;IND;PRS;3;PL
ompan	umpar	V;SBJV;PRS;1;PL
ompas	ampar	V;SBJV;PRS;2;PL
ompas	umpar	V;SBJV;PRS;2;PL
ompl	umplar	V;IND;PRS;1;SG
ompla	umplar	V;SBJV;PRS;1;SG
omplan	umplar	V;SBJV;PRS;1;PL
omplas	umplar	V;SBJV;PRS;2;SG
ompr	umprar	V;IND;PRS;1;SG
ompra	umprar	V;SBJV;PRS;1;SG
ompran	umprar	V;SBJV;PRS;1;PL
ompras	umprar	V;SBJV;PRS;2;SG
omtg	amger	V;IND;PRS;1;SG
on		V;IND;FUT;3;PL
on	ar	V;IND;PRS;3;PL
on	aveir	V;IND;PRS;3;PL
on	veir	V;IND;PRS;3;PL
ond	andar	V;IND;PRS;1;SG
ond	ar	V.PTCP;PRS
ond	eir	V.PTCP;PRS
ond	er	V.PTCP;PRS
ond	ier	V.PTCP;PRS
ond	undar	V;IND;PRS;1;SG
onda	andar	V;SBJV;PRS;3;SG
onda	undar	V;SBJV;PRS;1;SG
ondan	andar	V;SBJV;PRS;1;PL
ondan	undar	V;SBJV;PRS;1;PL
ondas	andar	V;SBJV;PRS;2;SG
ondas	undar	V;SBJV;PRS;2;SG
ondr	undrar	V;IND;PRS;1;SG
ondra	undrar	V;SBJV;PRS;3;SG
ondran	undrar	V;SBJV;PRS;1;PL
ondras	undrar	V;SBJV;PRS;2;PL
onfl	unflar	V;IND;PRS;1;SG
onfla	unflar	V;SBJV;PRS;1;SG
onflan	unflar	V;IND;PRS;3;PL
onflas	unflar	V;SBJV;PRS;2;PL
ons	unsar	V;IND;PRS;1;SG
onsa	unsar	V;IND;PRS;3;SG
onsan	unsar	V;SBJV;PRS;1;PL
onsas	unsar	V;SBJV;PRS;2;SG
ont	untar	V;IND;PRS;1;SG
onta	untar	V;SBJV;PRS;1;SG
ontan	untar	V;SBJV;PRS;3;PL
ontas	untar	V;SBJV;PRS;2;SG
ontg	untgier	V;IND;PRS;1;SG
ontga	untgier	V;SBJV;PRS;3;SG
ontgan	untgier	V;IND;PRS;3;PL
ontgas	untgier	V;SBJV;PRS;2;PL
ontr	untrar	V;IND;PRS;1;SG
ontra	untrar	V;SBJV;PRS;1;SG
ontran	untrar	V;IND;PRS;3;PL
ontras	untrar	V;SBJV;PRS;2;SG
op	upar	V;IND;PRS;1;SG
op	uppar	V;IND;PRS;1;SG
opa	upar	V;SBJV;PRS;1;SG
opan	upar	V;SBJV;PRS;1;PL
opas	upar	V;SBJV;PRS;2;SG
oppa	uppar	V;IND;PRS;3;SG
oppan	uppar	V;IND;PRS;3;PL
oppas	uppar	V;SBJV;PRS;2;SG
or	urar	V;IND;PRS;1;SG
or	ureir	V;IND;PRS;1;SG
or	urrar	V;IND;PRS;1;SG
or	urreir	V;IND;PRS;1;SG
ora	rar	V;SBJV;PRS;1;SG
ora	urar	V;SBJV;PRS;1;SG
ora	ureir	V;SBJV;PRS;1;SG
oran	rar	V;IND;PRS;3;PL
oran	urar	V;SBJV;PRS;3;PL
oran	ureir	V;SBJV;PRS;1;PL
oras	rar	V;SBJV;PRS;2;PL
oras	urar	V;SBJV;PRS;2;PL
oras	ureir	V;SBJV;PRS;2;SG
orbl	urblar	V;IND;PRS;1;SG
orbla	urblar	V;IND;PRS;3;SG
orblan	urblar	V;IND;PRS;3;PL
orblas	urblar	V;SBJV;PRS;2;SG
orcl	urclar	V;IND;PRS;1;SG
orcla	urclar	V;SBJV;PRS;1;SG
orclan	urclar	V;IND;PRS;3;PL
orclas	urclar	V;SBJV;PRS;2;SG
ord	urdar	V;IND;PRS;1;SG
orda	urdar	V;IND;PRS;3;SG
ordan	urdar	V;SBJV;PRS;1;PL
ordas	urdar	V;SBJV;PRS;2;PL
orfl	urflar	V;IND;PRS;1;SG
orfla	urflar	V;SBJV;PRS;1;SG
orflan	urflar	V;SBJV;PRS;1;PL
orflas	urflar	V;SBJV;PRS;2;SG
orm	urmeir	V;IND;PRS;1;SG
orma	urmeir	V;SBJV;PRS;1;SG
orman	urmeir	V;SBJV;PRS;1;PL
ormas	urmeir	V;SBJV;PRS;2;PL
orn	urnar	V;IND;PRS;1;SG
orna	urnar	V;SBJV;PRS;1;SG
ornan	urnar	V;IND;PRS;3;PL
ornas	urnar	V;SBJV;PRS;2;PL
orra	urrar	V;SBJV;PRS;1;SG
orra	urreir	V;IND;PRS;3;SG
orran	urrar	V;SBJV;PRS;1;PL
orran	urreir	V;SBJV;PRS;1;PL
orras	urrar	V;SBJV;PRS;2;PL
orras	urreir	V;SBJV;PRS;2;SG
ors	ursar	V;IND;PRS;1;SG
orsa	ursar	V;SBJV;PRS;1;SG
orsan	ursar	V;IND;PRS;3;PL
orsas	ursar	V;SBJV;PRS;2;PL
ort	ureir	V.PTCP;PST;MASC;SG
ort	urtar	V;IND;PRS;1;SG
orta	ureir	V.PTCP;PST;FEM;SG
orta	urtar	V;SBJV;PRS;1;SG
ortan	urtar	V;SBJV;PRS;3;PL
ortas	ureir	V.PTCP;PST;FEM;PL
ortas	urtar	V;SBJV;PRS;2;SG
ortg	urtgier	V;IND;PRS;1;SG
ortga	urtgier	V;IND;PRS;3;SG
ortgan	urtgier	V;IND;PRS;3;PL
ortgas	urtgier	V;SBJV;PRS;2;SG
orts	ureir	V.PTCP;PST;MASC;PL
orv	urvar	V;IND;PRS;1;SG
orv	urveir	V;IND;PRS;1;SG
orva	urvar	V;IND;PRS;3;SG
orva	urveir	V;IND;PRS;3;SG
orvan	urvar	V;IND;PRS;3;PL
orvan	urveir	V;SBJV;PRS;1;PL
orvas	urvar	V;SBJV;PRS;2;SG
orvas	urveir	V;SBJV;PRS;2;PL
orz	urzar	V;IND;PRS;1;SG
orza	urzar	V;IND;PRS;3;SG
orzan	urzar	V;SBJV;PRS;3;PL
orzas	urzar	V;SBJV;PRS;2;SG
os	ar	V.PTCP;PST;MASC;PL
